Complaint_ID,Date,State,Hospital_Type,Department,Complaint_Category,Severity,Resolved
CMP100938,2024-12-17,Uttar Pradesh,Medical College Hospital,Outpatient,Billing issues,Low,Yes
CMP100939,2024-01-28,Uttar Pradesh,Medical College Hospital,Pharmacy,Lack of communication,Low,Yes
CMP100940,2024-03-18,Tamil Nadu,CHC,Diagnostics,Rude staff,High,Yes
CMP100941,2024-03-17,Maharashtra,Medical College Hospital,Maternity,Billing issues,Low,Yes
CMP100942,2024-10-15,West Bengal,PHC,Pediatrics,Long wait time,Medium,No
CMP100943,2024-06-04,Uttar Pradesh,District Hospital,Surgery,Unclean wards,High,No
CMP100944,2024-02-13,Karnataka,CHC,Pharmacy,Unavailability of medicine,Low,Yes
CMP100945,2024-05-07,Uttar Pradesh,Medical College Hospital,Pediatrics,Unclean wards,Medium,No
CMP100946,2024-03-01,Uttar Pradesh,Medical College Hospital,Pharmacy,Billing issues,Low,No
CMP100947,2024-10-12,Tamil Nadu,District Hospital,Outpatient,Unclean wards,Medium,Yes
CMP100948,2024-08-01,Uttar Pradesh,Medical College Hospital,Pediatrics,Billing issues,Medium,No
CMP100949,2024-11-06,Maharashtra,Medical College Hospital,Pediatrics,Test delays,Low,No
CMP100950,2024-11-01,Tamil Nadu,District Hospital,Emergency,Unavailability of medicine,Medium,No
CMP100951,2024-11-12,Bihar,District Hospital,Pediatrics,Lack of communication,Medium,Yes
CMP100952,2024-04-25,Rajasthan,PHC,Surgery,Unavailability of medicine,High,No
CMP100953,2024-09-24,Bihar,PHC,Maternity,Unavailability of medicine,Low,Yes
CMP100954,2024-07-13,Rajasthan,District Hospital,Outpatient,Long wait time,High,No
CMP100955,2024-08-18,West Bengal,CHC,Outpatient,Long wait time,High,No
CMP100956,2024-08-14,West Bengal,PHC,Maternity,Billing issues,Medium,Yes
CMP100957,2024-06-01,West Bengal,District Hospital,Emergency,Long wait time,High,Yes
CMP100958,2024-10-28,Tamil Nadu,Medical College Hospital,Diagnostics,Rude staff,Low,No
CMP100959,2024-08-07,Maharashtra,CHC,Diagnostics,Lack of communication,Low,Yes
CMP100960,2024-06-05,Tamil Nadu,Medical College Hospital,Maternity,Unavailability of medicine,Low,Yes
CMP100961,2024-10-18,Tamil Nadu,PHC,Pediatrics,Unavailability of medicine,Low,No
CMP100962,2024-11-13,Rajasthan,Medical College Hospital,Surgery,Lack of communication,Low,Yes
CMP100963,2024-01-31,Tamil Nadu,CHC,Emergency,Test delays,Low,No
CMP100964,2024-11-08,Tamil Nadu,District Hospital,Emergency,Billing issues,High,Yes
CMP100965,2024-02-20,Uttar Pradesh,District Hospital,Pharmacy,Long wait time,Medium,No
CMP100966,2024-04-16,West Bengal,CHC,Emergency,Lack of communication,High,No
CMP100967,2024-11-16,West Bengal,Medical College Hospital,Maternity,Test delays,Medium,No
CMP100968,2024-04-18,Rajasthan,Medical College Hospital,Pediatrics,Unavailability of medicine,Medium,Yes
CMP100969,2024-05-15,Karnataka,CHC,Surgery,Unclean wards,High,Yes
CMP100970,2024-12-04,Bihar,District Hospital,Pediatrics,Long wait time,Medium,Yes
CMP100971,2024-02-11,West Bengal,Medical College Hospital,Emergency,Unclean wards,High,Yes
CMP100972,2024-03-21,Rajasthan,PHC,Pharmacy,Unavailability of medicine,Low,No
CMP100973,2024-05-02,Maharashtra,CHC,Diagnostics,Unavailability of medicine,Low,No
CMP100974,2024-03-29,Uttar Pradesh,PHC,Emergency,Unclean wards,High,No
CMP100975,2024-10-09,Bihar,PHC,Emergency,Unavailability of medicine,High,Yes
CMP100976,2024-02-08,Karnataka,District Hospital,Surgery,Long wait time,Low,Yes
CMP100977,2024-03-21,Tamil Nadu,CHC,Pediatrics,Test delays,High,Yes
CMP100978,2024-01-02,Karnataka,Medical College Hospital,Maternity,Rude staff,Medium,Yes
CMP100979,2024-07-28,Bihar,Medical College Hospital,Maternity,Rude staff,Low,No
CMP100980,2024-08-18,West Bengal,CHC,Pharmacy,Rude staff,Medium,No
CMP100981,2024-12-18,Bihar,District Hospital,Emergency,Test delays,Low,Yes
CMP100982,2024-10-31,Rajasthan,Medical College Hospital,Surgery,Unavailability of medicine,Low,No
CMP100983,2024-08-28,Uttar Pradesh,Medical College Hospital,Pediatrics,Billing issues,High,No
CMP100984,2024-05-29,Rajasthan,Medical College Hospital,Pharmacy,Long wait time,Medium,No
CMP100985,2024-01-17,Uttar Pradesh,District Hospital,Maternity,Test delays,Low,Yes
CMP100986,2024-04-28,Maharashtra,Medical College Hospital,Outpatient,Long wait time,High,No
CMP100987,2024-05-27,Tamil Nadu,Medical College Hospital,Pharmacy,Lack of communication,High,Yes
CMP100988,2024-12-27,West Bengal,PHC,Outpatient,Unavailability of medicine,Medium,Yes
CMP100989,2024-05-24,West Bengal,District Hospital,Outpatient,Long wait time,Low,Yes
CMP100990,2024-12-25,Karnataka,Medical College Hospital,Pharmacy,Unavailability of medicine,High,No
CMP100991,2024-08-20,Tamil Nadu,District Hospital,Pharmacy,Rude staff,Low,No
CMP100992,2024-02-06,Karnataka,District Hospital,Surgery,Long wait time,Medium,No
CMP100993,2024-12-17,Tamil Nadu,Medical College Hospital,Pharmacy,Billing issues,High,Yes
CMP100994,2024-04-29,Rajasthan,Medical College Hospital,Pediatrics,Unavailability of medicine,High,Yes
CMP100995,2024-05-15,Bihar,District Hospital,Diagnostics,Long wait time,Low,No
CMP100996,2024-11-16,Bihar,District Hospital,Maternity,Unclean wards,Low,No
CMP100997,2024-10-28,Tamil Nadu,District Hospital,Emergency,Test delays,High,No
CMP100998,2024-12-04,Maharashtra,PHC,Pharmacy,Lack of communication,Medium,No
CMP100999,2024-04-11,Bihar,CHC,Outpatient,Unclean wards,High,Yes
CMP101000,2024-08-05,Maharashtra,Medical College Hospital,Outpatient,Billing issues,High,No
CMP101001,2024-02-28,Bihar,PHC,Pharmacy,Billing issues,Medium,No
CMP101002,2024-10-05,West Bengal,PHC,Emergency,Unclean wards,Medium,No
CMP101003,2024-04-25,Rajasthan,District Hospital,Emergency,Unavailability of medicine,High,Yes
CMP101004,2024-11-27,Uttar Pradesh,CHC,Surgery,Long wait time,Medium,Yes
CMP101005,2024-03-17,Uttar Pradesh,Medical College Hospital,Surgery,Test delays,Low,Yes
CMP101006,2024-05-16,Rajasthan,PHC,Surgery,Unclean wards,Medium,Yes
CMP101007,2024-03-13,West Bengal,Medical College Hospital,Emergency,Billing issues,High,No
CMP101008,2024-02-06,Tamil Nadu,PHC,Outpatient,Long wait time,Medium,No
CMP101009,2024-01-31,Karnataka,Medical College Hospital,Surgery,Unavailability of medicine,High,Yes
CMP101010,2024-03-25,Rajasthan,District Hospital,Pharmacy,Unclean wards,High,Yes
CMP101011,2024-06-06,Uttar Pradesh,District Hospital,Surgery,Billing issues,Medium,No
CMP101012,2024-10-31,Bihar,CHC,Pharmacy,Unclean wards,High,Yes
CMP101013,2024-10-18,Bihar,District Hospital,Pharmacy,Unavailability of medicine,Medium,No
CMP101014,2024-05-27,Uttar Pradesh,PHC,Outpatient,Billing issues,Medium,No
CMP101015,2024-08-12,Uttar Pradesh,PHC,Maternity,Long wait time,Medium,Yes
CMP101016,2024-03-04,Karnataka,PHC,Pediatrics,Lack of communication,High,No
CMP101017,2024-08-27,Uttar Pradesh,PHC,Pharmacy,Unclean wards,Medium,No
CMP101018,2024-12-18,Tamil Nadu,District Hospital,Surgery,Long wait time,High,Yes
CMP101019,2024-06-04,Karnataka,District Hospital,Outpatient,Test delays,High,No
CMP101020,2024-12-24,West Bengal,CHC,Outpatient,Test delays,High,Yes
CMP101021,2024-07-25,West Bengal,Medical College Hospital,Emergency,Rude staff,Low,No
CMP101022,2024-05-19,Rajasthan,CHC,Pharmacy,Unavailability of medicine,Low,Yes
CMP101023,2024-09-13,Uttar Pradesh,Medical College Hospital,Surgery,Unclean wards,Low,Yes
CMP101024,2024-10-03,Bihar,District Hospital,Pharmacy,Billing issues,Low,Yes
CMP101025,2024-09-09,West Bengal,PHC,Surgery,Lack of communication,Medium,Yes
CMP101026,2024-08-12,Uttar Pradesh,CHC,Diagnostics,Lack of communication,Low,No
CMP101027,2024-02-11,Tamil Nadu,CHC,Emergency,Test delays,Medium,Yes
CMP101028,2024-11-02,Tamil Nadu,District Hospital,Outpatient,Unavailability of medicine,Low,No
CMP101029,2024-01-21,Bihar,Medical College Hospital,Emergency,Rude staff,Medium,Yes
CMP101030,2024-08-09,Karnataka,CHC,Diagnostics,Billing issues,Medium,No
CMP101031,2024-06-14,Bihar,Medical College Hospital,Maternity,Unavailability of medicine,Medium,Yes
CMP101032,2024-11-05,Rajasthan,CHC,Emergency,Unavailability of medicine,High,Yes
CMP101033,2024-05-08,Rajasthan,PHC,Emergency,Unclean wards,Low,Yes
CMP101034,2024-01-14,Rajasthan,District Hospital,Diagnostics,Rude staff,Medium,No
CMP101035,2024-02-16,Uttar Pradesh,Medical College Hospital,Emergency,Unclean wards,Medium,No
CMP101036,2024-04-27,Bihar,District Hospital,Emergency,Test delays,High,Yes
CMP101037,2024-12-11,Karnataka,District Hospital,Diagnostics,Lack of communication,Low,No
CMP101038,2024-10-21,Maharashtra,Medical College Hospital,Diagnostics,Lack of communication,Low,No
CMP101039,2024-10-27,Bihar,Medical College Hospital,Outpatient,Long wait time,Low,Yes
CMP101040,2024-01-11,Rajasthan,CHC,Maternity,Lack of communication,Medium,No
CMP101041,2024-12-10,West Bengal,Medical College Hospital,Surgery,Lack of communication,Medium,No
CMP101042,2024-05-17,Karnataka,District Hospital,Surgery,Billing issues,High,No
CMP101043,2024-10-22,Maharashtra,District Hospital,Maternity,Rude staff,Medium,No
CMP101044,2024-01-21,Karnataka,Medical College Hospital,Pediatrics,Unavailability of medicine,Low,No
CMP101045,2024-03-30,Karnataka,Medical College Hospital,Maternity,Unavailability of medicine,High,No
CMP101046,2024-08-28,Rajasthan,CHC,Maternity,Long wait time,Low,No
CMP101047,2024-09-22,West Bengal,CHC,Diagnostics,Unavailability of medicine,Medium,No
CMP101048,2024-11-29,Rajasthan,CHC,Surgery,Billing issues,High,Yes
CMP101049,2024-08-14,Maharashtra,District Hospital,Pharmacy,Unclean wards,High,Yes
CMP101050,2024-05-22,Bihar,Medical College Hospital,Pharmacy,Lack of communication,Medium,No
CMP101051,2024-04-02,Maharashtra,PHC,Pharmacy,Rude staff,Medium,No
CMP101052,2024-10-26,Bihar,Medical College Hospital,Pediatrics,Billing issues,Medium,No
CMP101053,2024-08-11,West Bengal,Medical College Hospital,Outpatient,Test delays,Medium,Yes
CMP101054,2024-11-21,Karnataka,CHC,Maternity,Long wait time,Medium,Yes
CMP101055,2024-09-08,Bihar,PHC,Pediatrics,Test delays,Medium,No
CMP101056,2024-02-16,Tamil Nadu,Medical College Hospital,Maternity,Lack of communication,Medium,No
CMP101057,2024-08-28,Maharashtra,PHC,Pediatrics,Billing issues,Medium,No
CMP101058,2024-06-27,Maharashtra,PHC,Surgery,Long wait time,Medium,No
CMP101059,2024-07-28,Uttar Pradesh,Medical College Hospital,Emergency,Billing issues,Medium,No
CMP101060,2024-06-19,Karnataka,CHC,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101061,2024-06-13,Karnataka,CHC,Pediatrics,Unavailability of medicine,Low,Yes
CMP101062,2024-12-09,West Bengal,Medical College Hospital,Diagnostics,Long wait time,Low,Yes
CMP101063,2024-02-23,Bihar,PHC,Surgery,Billing issues,Medium,Yes
CMP101064,2024-03-23,West Bengal,PHC,Outpatient,Lack of communication,Low,Yes
CMP101065,2024-06-17,West Bengal,CHC,Emergency,Billing issues,Medium,No
CMP101066,2024-07-29,Tamil Nadu,CHC,Pediatrics,Unclean wards,High,Yes
CMP101067,2024-12-21,Karnataka,CHC,Pediatrics,Unclean wards,Low,No
CMP101068,2024-09-10,Tamil Nadu,PHC,Maternity,Rude staff,Medium,Yes
CMP101069,2024-05-27,Uttar Pradesh,PHC,Diagnostics,Unavailability of medicine,Low,No
CMP101070,2024-12-05,Maharashtra,CHC,Emergency,Lack of communication,Medium,Yes
CMP101071,2024-07-24,West Bengal,CHC,Diagnostics,Long wait time,High,No
CMP101072,2024-10-08,West Bengal,PHC,Pharmacy,Test delays,High,No
CMP101073,2024-01-19,Tamil Nadu,District Hospital,Maternity,Lack of communication,High,Yes
CMP101074,2024-08-20,Rajasthan,PHC,Maternity,Unavailability of medicine,High,Yes
CMP101075,2024-02-15,Karnataka,Medical College Hospital,Maternity,Billing issues,Low,No
CMP101076,2024-06-10,Maharashtra,Medical College Hospital,Pediatrics,Lack of communication,Medium,No
CMP101077,2024-05-09,West Bengal,PHC,Diagnostics,Unavailability of medicine,Low,Yes
CMP101078,2024-06-14,Tamil Nadu,Medical College Hospital,Diagnostics,Unclean wards,Low,Yes
CMP101079,2024-02-29,Tamil Nadu,District Hospital,Outpatient,Test delays,Low,No
CMP101080,2024-07-25,Bihar,District Hospital,Outpatient,Billing issues,Low,Yes
CMP101081,2024-09-20,Maharashtra,District Hospital,Outpatient,Unavailability of medicine,Medium,No
CMP101082,2024-01-01,Tamil Nadu,Medical College Hospital,Pediatrics,Rude staff,Low,No
CMP101083,2024-12-02,Bihar,CHC,Surgery,Unclean wards,High,No
CMP101084,2024-10-04,Rajasthan,District Hospital,Pharmacy,Unclean wards,Low,No
CMP101085,2024-08-24,Karnataka,District Hospital,Pharmacy,Unavailability of medicine,Medium,Yes
CMP101086,2024-07-30,Tamil Nadu,CHC,Diagnostics,Billing issues,Low,No
CMP101087,2024-01-28,Bihar,PHC,Outpatient,Billing issues,High,Yes
CMP101088,2024-04-06,Rajasthan,CHC,Maternity,Unclean wards,Medium,No
CMP101089,2024-09-22,Bihar,PHC,Maternity,Test delays,Medium,No
CMP101090,2024-07-04,Maharashtra,PHC,Pharmacy,Lack of communication,Medium,No
CMP101091,2024-11-14,Rajasthan,CHC,Pediatrics,Billing issues,High,No
CMP101092,2024-09-12,West Bengal,District Hospital,Pediatrics,Rude staff,High,No
CMP101093,2024-11-16,Bihar,PHC,Pharmacy,Long wait time,Medium,Yes
CMP101094,2024-08-14,Rajasthan,CHC,Diagnostics,Test delays,Low,Yes
CMP101095,2024-01-27,Tamil Nadu,District Hospital,Diagnostics,Test delays,High,No
CMP101096,2024-04-14,Uttar Pradesh,PHC,Emergency,Billing issues,High,Yes
CMP101097,2024-05-16,Karnataka,Medical College Hospital,Emergency,Lack of communication,Low,Yes
CMP101098,2024-10-08,Tamil Nadu,District Hospital,Diagnostics,Rude staff,High,Yes
CMP101099,2024-03-08,Tamil Nadu,CHC,Emergency,Billing issues,High,Yes
CMP101100,2024-05-27,Karnataka,Medical College Hospital,Pharmacy,Unclean wards,High,No
CMP101101,2024-08-12,Karnataka,CHC,Diagnostics,Rude staff,Medium,No
CMP101102,2024-12-23,Bihar,PHC,Diagnostics,Test delays,Low,No
CMP101103,2024-09-05,Tamil Nadu,District Hospital,Pediatrics,Lack of communication,Medium,Yes
CMP101104,2024-03-03,Bihar,Medical College Hospital,Outpatient,Test delays,Medium,No
CMP101105,2024-01-15,Maharashtra,Medical College Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP101106,2024-11-18,Bihar,Medical College Hospital,Pediatrics,Unavailability of medicine,Medium,No
CMP101107,2024-11-07,Maharashtra,PHC,Pharmacy,Test delays,Medium,Yes
CMP101108,2024-05-02,West Bengal,District Hospital,Surgery,Billing issues,High,No
CMP101109,2024-12-29,Uttar Pradesh,District Hospital,Surgery,Lack of communication,High,Yes
CMP101110,2024-03-22,Tamil Nadu,PHC,Outpatient,Billing issues,Low,No
CMP101111,2024-06-08,Rajasthan,CHC,Surgery,Lack of communication,Medium,Yes
CMP101112,2024-10-09,Maharashtra,Medical College Hospital,Emergency,Lack of communication,High,No
CMP101113,2024-01-08,Uttar Pradesh,CHC,Diagnostics,Unclean wards,High,Yes
CMP101114,2024-10-09,Karnataka,PHC,Pediatrics,Billing issues,Low,No
CMP101115,2024-07-27,West Bengal,CHC,Maternity,Test delays,Medium,No
CMP101116,2024-02-17,Rajasthan,CHC,Pediatrics,Test delays,Low,Yes
CMP101117,2024-04-25,Bihar,PHC,Emergency,Long wait time,Low,No
CMP101118,2024-02-28,Uttar Pradesh,Medical College Hospital,Pharmacy,Billing issues,High,Yes
CMP101119,2024-08-24,Maharashtra,CHC,Surgery,Rude staff,High,Yes
CMP101120,2024-03-01,Tamil Nadu,District Hospital,Maternity,Unavailability of medicine,Low,Yes
CMP101121,2024-11-27,West Bengal,CHC,Emergency,Unclean wards,Medium,Yes
CMP101122,2024-03-19,Karnataka,CHC,Pediatrics,Rude staff,Low,No
CMP101123,2024-09-12,Karnataka,District Hospital,Pharmacy,Rude staff,High,No
CMP101124,2024-05-29,Uttar Pradesh,Medical College Hospital,Surgery,Rude staff,High,Yes
CMP101125,2024-09-17,Rajasthan,District Hospital,Diagnostics,Test delays,High,No
CMP101126,2024-12-27,Uttar Pradesh,Medical College Hospital,Diagnostics,Test delays,Medium,Yes
CMP101127,2024-05-19,Bihar,PHC,Surgery,Lack of communication,High,Yes
CMP101128,2024-07-31,Rajasthan,PHC,Diagnostics,Unavailability of medicine,Medium,Yes
CMP101129,2024-09-04,Rajasthan,CHC,Outpatient,Lack of communication,Medium,Yes
CMP101130,2024-08-29,Karnataka,CHC,Surgery,Unclean wards,Low,No
CMP101131,2024-05-04,West Bengal,PHC,Outpatient,Unclean wards,Medium,Yes
CMP101132,2024-08-21,West Bengal,District Hospital,Surgery,Unavailability of medicine,Low,Yes
CMP101133,2024-10-09,Karnataka,PHC,Outpatient,Lack of communication,Medium,Yes
CMP101134,2024-03-15,Bihar,Medical College Hospital,Diagnostics,Lack of communication,High,Yes
CMP101135,2024-07-15,Tamil Nadu,CHC,Diagnostics,Long wait time,Medium,No
CMP101136,2024-04-07,Bihar,District Hospital,Emergency,Test delays,Low,Yes
CMP101137,2024-11-02,Rajasthan,CHC,Pharmacy,Rude staff,Medium,Yes
CMP101138,2024-09-17,Maharashtra,PHC,Outpatient,Lack of communication,Medium,No
CMP101139,2024-03-10,Maharashtra,District Hospital,Pediatrics,Unclean wards,High,No
CMP101140,2024-02-05,Uttar Pradesh,PHC,Maternity,Unavailability of medicine,Low,Yes
CMP101141,2024-05-21,Bihar,Medical College Hospital,Surgery,Lack of communication,Medium,Yes
CMP101142,2024-07-31,Bihar,PHC,Diagnostics,Unavailability of medicine,Low,Yes
CMP101143,2024-06-23,West Bengal,District Hospital,Pediatrics,Test delays,High,No
CMP101144,2024-09-16,Uttar Pradesh,PHC,Diagnostics,Rude staff,Low,Yes
CMP101145,2024-05-16,West Bengal,CHC,Surgery,Unavailability of medicine,Medium,Yes
CMP101146,2024-01-02,Rajasthan,CHC,Pediatrics,Test delays,High,No
CMP101147,2024-05-24,Tamil Nadu,District Hospital,Pharmacy,Billing issues,Low,No
CMP101148,2024-06-01,Bihar,CHC,Surgery,Rude staff,Medium,Yes
CMP101149,2024-10-27,West Bengal,Medical College Hospital,Maternity,Unclean wards,High,No
CMP101150,2024-10-23,Karnataka,Medical College Hospital,Outpatient,Rude staff,Medium,Yes
CMP101151,2024-12-03,West Bengal,District Hospital,Outpatient,Long wait time,Medium,Yes
CMP101152,2024-09-07,Bihar,PHC,Maternity,Rude staff,Low,Yes
CMP101153,2024-03-17,Tamil Nadu,CHC,Maternity,Rude staff,Medium,Yes
CMP101154,2024-08-16,Bihar,CHC,Emergency,Long wait time,Medium,Yes
CMP101155,2024-10-02,Karnataka,PHC,Maternity,Rude staff,High,No
CMP101156,2024-09-04,Maharashtra,PHC,Maternity,Lack of communication,Medium,Yes
CMP101157,2024-06-25,Rajasthan,PHC,Surgery,Lack of communication,High,Yes
CMP101158,2024-06-19,Maharashtra,PHC,Pediatrics,Unavailability of medicine,High,Yes
CMP101159,2024-10-09,Tamil Nadu,CHC,Diagnostics,Unclean wards,Medium,No
CMP101160,2024-10-05,Tamil Nadu,Medical College Hospital,Emergency,Unclean wards,Medium,No
CMP101161,2024-07-12,Karnataka,District Hospital,Surgery,Billing issues,High,Yes
CMP101162,2024-08-21,West Bengal,District Hospital,Surgery,Unclean wards,Low,Yes
CMP101163,2024-06-13,Maharashtra,PHC,Diagnostics,Unclean wards,High,Yes
CMP101164,2024-04-06,Maharashtra,Medical College Hospital,Pharmacy,Test delays,Low,No
CMP101165,2024-12-23,Maharashtra,CHC,Surgery,Long wait time,Low,No
CMP101166,2024-05-02,Maharashtra,CHC,Emergency,Rude staff,Low,Yes
CMP101167,2024-10-19,Karnataka,District Hospital,Pediatrics,Rude staff,Medium,No
CMP101168,2024-07-15,Tamil Nadu,PHC,Diagnostics,Unavailability of medicine,High,Yes
CMP101169,2024-04-29,Tamil Nadu,Medical College Hospital,Outpatient,Rude staff,High,No
CMP101170,2024-07-29,Uttar Pradesh,District Hospital,Pharmacy,Long wait time,High,Yes
CMP101171,2024-01-23,Rajasthan,Medical College Hospital,Diagnostics,Unavailability of medicine,High,No
CMP101172,2024-06-11,West Bengal,PHC,Emergency,Lack of communication,High,Yes
CMP101173,2024-08-30,Tamil Nadu,PHC,Surgery,Lack of communication,Medium,No
CMP101174,2024-12-27,Rajasthan,District Hospital,Emergency,Unavailability of medicine,Medium,Yes
CMP101175,2024-07-14,Rajasthan,PHC,Maternity,Test delays,Low,Yes
CMP101176,2024-07-16,Maharashtra,Medical College Hospital,Pediatrics,Billing issues,Medium,No
CMP101177,2024-12-05,Bihar,Medical College Hospital,Surgery,Rude staff,Low,No
CMP101178,2024-11-29,Maharashtra,District Hospital,Pediatrics,Test delays,High,No
CMP101179,2024-03-18,Maharashtra,PHC,Pediatrics,Lack of communication,Medium,No
CMP101180,2024-09-10,Tamil Nadu,CHC,Diagnostics,Long wait time,Low,Yes
CMP101181,2024-01-19,Uttar Pradesh,PHC,Pharmacy,Test delays,Medium,Yes
CMP101182,2024-03-05,Karnataka,District Hospital,Diagnostics,Unclean wards,Low,No
CMP101183,2024-09-14,Rajasthan,District Hospital,Maternity,Lack of communication,Medium,Yes
CMP101184,2024-10-29,Bihar,CHC,Maternity,Long wait time,High,Yes
CMP101185,2024-06-18,West Bengal,District Hospital,Emergency,Long wait time,Medium,Yes
CMP101186,2024-02-21,Bihar,District Hospital,Emergency,Lack of communication,High,Yes
CMP101187,2024-08-13,Uttar Pradesh,CHC,Outpatient,Long wait time,Medium,No
CMP101188,2024-02-21,Maharashtra,CHC,Pediatrics,Unavailability of medicine,Low,No
CMP101189,2024-09-26,Karnataka,Medical College Hospital,Outpatient,Billing issues,Low,No
CMP101190,2024-08-21,Karnataka,District Hospital,Surgery,Unavailability of medicine,Low,Yes
CMP101191,2024-01-08,Karnataka,CHC,Pediatrics,Lack of communication,High,Yes
CMP101192,2024-03-14,West Bengal,Medical College Hospital,Maternity,Long wait time,High,No
CMP101193,2024-07-28,Tamil Nadu,District Hospital,Pediatrics,Unclean wards,Low,Yes
CMP101194,2024-12-01,Maharashtra,CHC,Emergency,Unavailability of medicine,Low,Yes
CMP101195,2024-03-20,Bihar,District Hospital,Pediatrics,Test delays,High,Yes
CMP101196,2024-02-08,Bihar,Medical College Hospital,Outpatient,Test delays,High,Yes
CMP101197,2024-08-28,Maharashtra,PHC,Maternity,Long wait time,Medium,Yes
CMP101198,2024-05-15,Bihar,District Hospital,Outpatient,Unclean wards,Low,Yes
CMP101199,2024-06-22,Tamil Nadu,District Hospital,Diagnostics,Lack of communication,Low,No
CMP101200,2024-11-15,Karnataka,District Hospital,Surgery,Test delays,Low,Yes
CMP101201,2024-12-20,Rajasthan,District Hospital,Pharmacy,Lack of communication,Low,Yes
CMP101202,2024-07-22,Bihar,CHC,Diagnostics,Rude staff,Medium,Yes
CMP101203,2024-11-28,Tamil Nadu,PHC,Surgery,Rude staff,Medium,No
CMP101204,2024-02-11,Karnataka,District Hospital,Surgery,Long wait time,Low,Yes
CMP101205,2024-06-17,West Bengal,CHC,Diagnostics,Billing issues,Low,Yes
CMP101206,2024-12-11,West Bengal,PHC,Outpatient,Test delays,Medium,Yes
CMP101207,2024-09-30,Maharashtra,Medical College Hospital,Outpatient,Billing issues,High,Yes
CMP101208,2024-07-13,Maharashtra,Medical College Hospital,Maternity,Long wait time,High,No
CMP101209,2024-06-11,Rajasthan,Medical College Hospital,Pharmacy,Billing issues,Low,No
CMP101210,2024-11-16,Rajasthan,Medical College Hospital,Pharmacy,Test delays,Medium,No
CMP101211,2024-09-06,Tamil Nadu,Medical College Hospital,Surgery,Lack of communication,Low,Yes
CMP101212,2024-10-04,West Bengal,PHC,Pediatrics,Billing issues,Medium,Yes
CMP101213,2024-01-19,West Bengal,District Hospital,Maternity,Lack of communication,High,No
CMP101214,2024-11-12,West Bengal,Medical College Hospital,Pharmacy,Billing issues,Low,No
CMP101215,2024-02-05,Tamil Nadu,District Hospital,Diagnostics,Unavailability of medicine,Low,No
CMP101216,2024-04-30,Tamil Nadu,District Hospital,Maternity,Unclean wards,Medium,No
CMP101217,2024-11-19,Bihar,District Hospital,Pharmacy,Long wait time,Medium,No
CMP101218,2024-12-16,West Bengal,District Hospital,Emergency,Rude staff,Medium,No
CMP101219,2024-05-27,Rajasthan,District Hospital,Surgery,Billing issues,Low,Yes
CMP101220,2024-04-26,Maharashtra,PHC,Emergency,Long wait time,Low,No
CMP101221,2024-02-16,Bihar,District Hospital,Surgery,Lack of communication,Low,Yes
CMP101222,2024-08-10,Bihar,PHC,Surgery,Lack of communication,High,Yes
CMP101223,2024-02-20,West Bengal,PHC,Diagnostics,Unavailability of medicine,Medium,No
CMP101224,2024-11-20,Karnataka,District Hospital,Pediatrics,Unavailability of medicine,Medium,No
CMP101225,2024-12-26,Tamil Nadu,PHC,Outpatient,Lack of communication,High,Yes
CMP101226,2024-02-21,Bihar,Medical College Hospital,Pediatrics,Billing issues,Low,No
CMP101227,2024-08-15,Karnataka,Medical College Hospital,Pharmacy,Test delays,Medium,Yes
CMP101228,2024-03-26,West Bengal,Medical College Hospital,Emergency,Unclean wards,Low,Yes
CMP101229,2024-12-21,Uttar Pradesh,District Hospital,Pharmacy,Lack of communication,Low,No
CMP101230,2024-06-02,Karnataka,Medical College Hospital,Surgery,Test delays,Low,No
CMP101231,2024-01-15,Uttar Pradesh,CHC,Emergency,Test delays,Medium,No
CMP101232,2024-01-24,Rajasthan,CHC,Emergency,Rude staff,Medium,No
CMP101233,2024-06-15,Rajasthan,CHC,Maternity,Unclean wards,High,No
CMP101234,2024-01-29,Uttar Pradesh,Medical College Hospital,Surgery,Rude staff,High,No
CMP101235,2024-05-30,Rajasthan,PHC,Pediatrics,Rude staff,Medium,Yes
CMP101236,2024-07-02,West Bengal,CHC,Pharmacy,Long wait time,Low,No
CMP101237,2024-07-10,Uttar Pradesh,PHC,Emergency,Rude staff,High,No
CMP101238,2024-08-08,Rajasthan,PHC,Pediatrics,Rude staff,High,Yes
CMP101239,2024-03-15,Uttar Pradesh,District Hospital,Pharmacy,Unavailability of medicine,Medium,No
CMP101240,2024-05-05,Tamil Nadu,CHC,Pediatrics,Unclean wards,High,No
CMP101241,2024-09-28,Bihar,District Hospital,Emergency,Unclean wards,Low,Yes
CMP101242,2024-07-29,Rajasthan,District Hospital,Outpatient,Unavailability of medicine,High,No
CMP101243,2024-10-16,West Bengal,District Hospital,Diagnostics,Lack of communication,High,Yes
CMP101244,2024-12-15,Bihar,Medical College Hospital,Maternity,Billing issues,High,Yes
CMP101245,2024-04-02,Uttar Pradesh,District Hospital,Surgery,Long wait time,Medium,No
CMP101246,2024-03-28,West Bengal,PHC,Diagnostics,Unclean wards,Medium,No
CMP101247,2024-03-30,Bihar,CHC,Maternity,Billing issues,Low,No
CMP101248,2024-02-10,Uttar Pradesh,PHC,Pharmacy,Unavailability of medicine,Low,No
